chain,day,total_value
arbitrum,2022-09-01 00:00:00.000 UTC,3838731008924134146035
avalanche_c,2022-09-01 00:00:00.000 UTC,5140795364779258526804680419
gnosis,2022-09-01 00:00:00.000 UTC,400676224347202131
Avalanche,2022-09-02 00:00:00.000 UTC,6126266909952378703180
Gnosis,2022-09-02 00:00:00.000 UTC,3001878704420971140702593
avalanche_c,2022-09-02 00:00:00.000 UTC,6126266909952378703180
gnosis,2022-09-02 00:00:00.000 UTC,3001878704420971140702593
Gnosis,2022-09-03 00:00:00.000 UTC,2770538386555994766
gnosis,2022-09-03 00:00:00.000 UTC,2770538386555994766
Arbitrum,2022-09-04 00:00:00.000 UTC,95930763009884378467
Avalanche,2022-09-04 00:00:00.000 UTC,104665623194071831280165746
Gnosis,2022-09-04 00:00:00.000 UTC,554840591446435751655
arbitrum,2022-09-04 00:00:00.000 UTC,95930763009884378467
avalanche_c,2022-09-04 00:00:00.000 UTC,104665623194071831280165746
gnosis,2022-09-04 00:00:00.000 UTC,554840591446435751655
Avalanche,2022-09-05 00:00:00.000 UTC,2254075050545314917608
avalanche_c,2022-09-05 00:00:00.000 UTC,2254075050545314917608
Gnosis,2022-09-06 00:00:00.000 UTC,7190326044272733565
gnosis,2022-09-06 00:00:00.000 UTC,7190326044272733565
Arbitrum,2022-09-07 00:00:00.000 UTC,300794215445797467218
Avalanche,2022-09-07 00:00:00.000 UTC,8394969206037451318506
Gnosis,2022-09-07 00:00:00.000 UTC,14925269913939057919
arbitrum,2022-09-07 00:00:00.000 UTC,300794215445797467218
avalanche_c,2022-09-07 00:00:00.000 UTC,8394969206037451318506
gnosis,2022-09-07 00:00:00.000 UTC,14925269913939057919
Avalanche,2022-09-08 00:00:00.000 UTC,10231629839853650619875
Gnosis,2022-09-08 00:00:00.000 UTC,582113186733802237
avalanche_c,2022-09-08 00:00:00.000 UTC,10231629839853650619875
gnosis,2022-09-08 00:00:00.000 UTC,582113186733802237
Arbitrum,2022-09-09 00:00:00.000 UTC,625321302724814828981
Avalanche,2022-09-09 00:00:00.000 UTC,1408322505735023998881
Gnosis,2022-09-09 00:00:00.000 UTC,13415359679756229492
arbitrum,2022-09-09 00:00:00.000 UTC,625321302724814828981
avalanche_c,2022-09-09 00:00:00.000 UTC,1408322505735023998881
gnosis,2022-09-09 00:00:00.000 UTC,13415359679756229492
Avalanche,2022-09-10 00:00:00.000 UTC,218868149752806918582575
Gnosis,2022-09-10 00:00:00.000 UTC,769621268024412516
avalanche_c,2022-09-10 00:00:00.000 UTC,218868149752806918582575
gnosis,2022-09-10 00:00:00.000 UTC,769621268024412516
Gnosis,2022-09-11 00:00:00.000 UTC,1142209948862668282
gnosis,2022-09-11 00:00:00.000 UTC,1142209948862668282
Avalanche,2022-09-12 00:00:00.000 UTC,71041125084701898568286
Gnosis,2022-09-12 00:00:00.000 UTC,6749823320900429149
avalanche_c,2022-09-12 00:00:00.000 UTC,71041125084701898568286
gnosis,2022-09-12 00:00:00.000 UTC,6749823320900429149
Arbitrum,2022-09-13 00:00:00.000 UTC,908005207358313098291
Gnosis,2022-09-13 00:00:00.000 UTC,11863194173256995865
arbitrum,2022-09-13 00:00:00.000 UTC,908005207358313098291
gnosis,2022-09-13 00:00:00.000 UTC,11863194173256995865
Arbitrum,2022-09-14 00:00:00.000 UTC,0
Gnosis,2022-09-14 00:00:00.000 UTC,1395469838860867117
arbitrum,2022-09-14 00:00:00.000 UTC,0
gnosis,2022-09-14 00:00:00.000 UTC,1395469838860867117
Avalanche,2022-09-15 00:00:00.000 UTC,3920116607084047640978
Gnosis,2022-09-15 00:00:00.000 UTC,2581593167584975101
avalanche_c,2022-09-15 00:00:00.000 UTC,3920116607084047640978
gnosis,2022-09-15 00:00:00.000 UTC,2581593167584975101
Avalanche,2022-09-16 00:00:00.000 UTC,6143606766498197754237
Gnosis,2022-09-16 00:00:00.000 UTC,1074146646870258016
avalanche_c,2022-09-16 00:00:00.000 UTC,6143606766498197754237
gnosis,2022-09-16 00:00:00.000 UTC,1074146646870258016
Avalanche,2022-09-18 00:00:00.000 UTC,3745919916180780568530
Gnosis,2022-09-18 00:00:00.000 UTC,3345193483573366807
avalanche_c,2022-09-18 00:00:00.000 UTC,3745919916180780568530
gnosis,2022-09-18 00:00:00.000 UTC,3345193483573366807
Avalanche,2022-09-19 00:00:00.000 UTC,5456273517075873150310
Gnosis,2022-09-19 00:00:00.000 UTC,9320073185767190845
avalanche_c,2022-09-19 00:00:00.000 UTC,5456273517075873150310
gnosis,2022-09-19 00:00:00.000 UTC,9320073185767190845
Gnosis,2022-09-20 00:00:00.000 UTC,1541452661286267273
gnosis,2022-09-20 00:00:00.000 UTC,1541452661286267273
Arbitrum,2022-09-21 00:00:00.000 UTC,0
Gnosis,2022-09-21 00:00:00.000 UTC,4200743675580820719
arbitrum,2022-09-21 00:00:00.000 UTC,0
gnosis,2022-09-21 00:00:00.000 UTC,4200743675580820719
Gnosis,2022-09-22 00:00:00.000 UTC,1825505478284638914
gnosis,2022-09-22 00:00:00.000 UTC,1825505478284638914
Gnosis,2022-09-23 00:00:00.000 UTC,4237906465751292141
gnosis,2022-09-23 00:00:00.000 UTC,4237906465751292141
Avalanche,2022-09-24 00:00:00.000 UTC,2292205875528170119716
Gnosis,2022-09-24 00:00:00.000 UTC,326404424707827347
avalanche_c,2022-09-24 00:00:00.000 UTC,2292205875528170119716
gnosis,2022-09-24 00:00:00.000 UTC,326404424707827347
Gnosis,2022-09-25 00:00:00.000 UTC,694491017063498093
gnosis,2022-09-25 00:00:00.000 UTC,694491017063498093
Gnosis,2022-09-26 00:00:00.000 UTC,614767857536379543
gnosis,2022-09-26 00:00:00.000 UTC,614767857536379543
Gnosis,2022-09-27 00:00:00.000 UTC,8066212341148736424
gnosis,2022-09-27 00:00:00.000 UTC,8066212341148736424
Gnosis,2022-09-28 00:00:00.000 UTC,6202745750701415348
gnosis,2022-09-28 00:00:00.000 UTC,6202745750701415348
Arbitrum,2022-09-29 00:00:00.000 UTC,0
Gnosis,2022-09-29 00:00:00.000 UTC,2005319422520063967
arbitrum,2022-09-29 00:00:00.000 UTC,0
gnosis,2022-09-29 00:00:00.000 UTC,2005319422520063967
Avalanche,2022-09-30 00:00:00.000 UTC,19515642828700330838056
Gnosis,2022-09-30 00:00:00.000 UTC,1477363646824759857
avalanche_c,2022-09-30 00:00:00.000 UTC,19515642828700330838056
gnosis,2022-09-30 00:00:00.000 UTC,1477363646824759857
Avalanche,2022-10-01 00:00:00.000 UTC,1401148309701535489664925271
Gnosis,2022-10-01 00:00:00.000 UTC,1845497553909580703258392
avalanche_c,2022-10-01 00:00:00.000 UTC,1401148309701535489664925271
gnosis,2022-10-01 00:00:00.000 UTC,1845497553909580703258392
Gnosis,2022-10-02 00:00:00.000 UTC,2743133605261592693
gnosis,2022-10-02 00:00:00.000 UTC,2743133605261592693
Arbitrum,2022-10-03 00:00:00.000 UTC,116006935698332893453
arbitrum,2022-10-03 00:00:00.000 UTC,116006935698332893453
Gnosis,2022-10-04 00:00:00.000 UTC,1725310778512179777
gnosis,2022-10-04 00:00:00.000 UTC,1725310778512179777
Gnosis,2022-10-05 00:00:00.000 UTC,914087083295161444
gnosis,2022-10-05 00:00:00.000 UTC,914087083295161444
Arbitrum,2022-10-06 00:00:00.000 UTC,226720480765286440064320
Gnosis,2022-10-06 00:00:00.000 UTC,1012254079901895171
arbitrum,2022-10-06 00:00:00.000 UTC,226720480765286440064320
gnosis,2022-10-06 00:00:00.000 UTC,1012254079901895171
Avalanche,2022-10-07 00:00:00.000 UTC,7360000000000000000000
Gnosis,2022-10-07 00:00:00.000 UTC,704396486816110262
avalanche_c,2022-10-07 00:00:00.000 UTC,7360000000000000000000
gnosis,2022-10-07 00:00:00.000 UTC,704396486816110262
Gnosis,2022-10-08 00:00:00.000 UTC,557925971411558341
gnosis,2022-10-08 00:00:00.000 UTC,557925971411558341
Avalanche,2022-10-09 00:00:00.000 UTC,4451634787570590895094
avalanche_c,2022-10-09 00:00:00.000 UTC,4451634787570590895094
Gnosis,2022-10-10 00:00:00.000 UTC,1033237185213595467
gnosis,2022-10-10 00:00:00.000 UTC,1033237185213595467
Arbitrum,2022-10-11 00:00:00.000 UTC,0
Gnosis,2022-10-11 00:00:00.000 UTC,845202935712218000
arbitrum,2022-10-11 00:00:00.000 UTC,0
gnosis,2022-10-11 00:00:00.000 UTC,845202935712218000
Gnosis,2022-10-13 00:00:00.000 UTC,8426675127508511486
gnosis,2022-10-13 00:00:00.000 UTC,8426675127508511486
Avalanche,2022-10-14 00:00:00.000 UTC,3116307590897043066
Gnosis,2022-10-14 00:00:00.000 UTC,1878733154288391337
avalanche_c,2022-10-14 00:00:00.000 UTC,3116307590897043066
gnosis,2022-10-14 00:00:00.000 UTC,1878733154288391337
Avalanche,2022-10-15 00:00:00.000 UTC,4623674827039809851187
Gnosis,2022-10-15 00:00:00.000 UTC,433496940070516734
avalanche_c,2022-10-15 00:00:00.000 UTC,4623674827039809851187
gnosis,2022-10-15 00:00:00.000 UTC,433496940070516734
Avalanche,2022-10-17 00:00:00.000 UTC,5422112100371385787538
Gnosis,2022-10-17 00:00:00.000 UTC,169705927044773693
avalanche_c,2022-10-17 00:00:00.000 UTC,5422112100371385787538
gnosis,2022-10-17 00:00:00.000 UTC,169705927044773693
Avalanche,2022-10-18 00:00:00.000 UTC,4485271213281042360677
Gnosis,2022-10-18 00:00:00.000 UTC,239102962396165274
avalanche_c,2022-10-18 00:00:00.000 UTC,4485271213281042360677
gnosis,2022-10-18 00:00:00.000 UTC,239102962396165274
Gnosis,2022-10-19 00:00:00.000 UTC,20998025501707925430937905955
gnosis,2022-10-19 00:00:00.000 UTC,20998025501707925430937905955
Avalanche,2022-10-20 00:00:00.000 UTC,2528000000000000000000
Gnosis,2022-10-20 00:00:00.000 UTC,3239443685211680882
avalanche_c,2022-10-20 00:00:00.000 UTC,2528000000000000000000
gnosis,2022-10-20 00:00:00.000 UTC,3239443685211680882
Avalanche,2022-10-21 00:00:00.000 UTC,1558153795448521533
Gnosis,2022-10-21 00:00:00.000 UTC,1493661061866630381
avalanche_c,2022-10-21 00:00:00.000 UTC,1558153795448521533
gnosis,2022-10-21 00:00:00.000 UTC,1493661061866630381
Gnosis,2022-10-22 00:00:00.000 UTC,7097618323248157255
gnosis,2022-10-22 00:00:00.000 UTC,7097618323248157255
Arbitrum,2022-10-23 00:00:00.000 UTC,20999791027915663258103026630
Gnosis,2022-10-23 00:00:00.000 UTC,4120134723758514944
arbitrum,2022-10-23 00:00:00.000 UTC,20999791027915663258103026630
gnosis,2022-10-23 00:00:00.000 UTC,4120134723758514944
Gnosis,2022-10-24 00:00:00.000 UTC,162181253175868204060225
gnosis,2022-10-24 00:00:00.000 UTC,162181253175868204060225
Gnosis,2022-10-25 00:00:00.000 UTC,458241414940285338482
gnosis,2022-10-25 00:00:00.000 UTC,458241414940285338482
Avalanche,2022-10-26 00:00:00.000 UTC,1132857265325580651053504
Gnosis,2022-10-26 00:00:00.000 UTC,850482759840588334537
avalanche_c,2022-10-26 00:00:00.000 UTC,1132857265325580651053504
gnosis,2022-10-26 00:00:00.000 UTC,850482759840588334537
Avalanche,2022-10-27 00:00:00.000 UTC,90817744017152007900102
Gnosis,2022-10-27 00:00:00.000 UTC,1941427846923179811469647
avalanche_c,2022-10-27 00:00:00.000 UTC,90817744017152007900102
gnosis,2022-10-27 00:00:00.000 UTC,1941427846923179811469647
Arbitrum,2022-10-28 00:00:00.000 UTC,617665276269608494636
Gnosis,2022-10-28 00:00:00.000 UTC,382976222496229401049
arbitrum,2022-10-28 00:00:00.000 UTC,617665276269608494636
gnosis,2022-10-28 00:00:00.000 UTC,382976222496229401049
Gnosis,2022-10-29 00:00:00.000 UTC,2068753862076886472285
gnosis,2022-10-29 00:00:00.000 UTC,2068753862076886472285
Gnosis,2022-10-30 00:00:00.000 UTC,537886697161430299626
gnosis,2022-10-30 00:00:00.000 UTC,537886697161430299626
Arbitrum,2022-10-31 00:00:00.000 UTC,300188816269752899519
Avalanche,2022-10-31 00:00:00.000 UTC,3492915791214558622641
Gnosis,2022-10-31 00:00:00.000 UTC,158109469626508565888
arbitrum,2022-10-31 00:00:00.000 UTC,300188816269752899519
avalanche_c,2022-10-31 00:00:00.000 UTC,3492915791214558622641
gnosis,2022-10-31 00:00:00.000 UTC,158109469626508565888
Avalanche,2022-11-01 00:00:00.000 UTC,12612548584452710052993
Gnosis,2022-11-01 00:00:00.000 UTC,175916778434948673165
avalanche_c,2022-11-01 00:00:00.000 UTC,12612548584452710052993
gnosis,2022-11-01 00:00:00.000 UTC,175916778434948673165
Gnosis,2022-11-02 00:00:00.000 UTC,305713615308832532351
gnosis,2022-11-02 00:00:00.000 UTC,305713615308832532351
Gnosis,2022-11-03 00:00:00.000 UTC,444680249345469254258886
gnosis,2022-11-03 00:00:00.000 UTC,444680249345469254258886
Arbitrum,2022-11-04 00:00:00.000 UTC,121945953775855373844338
Gnosis,2022-11-04 00:00:00.000 UTC,1062667378264381110528108
arbitrum,2022-11-04 00:00:00.000 UTC,121945953775855373844338
gnosis,2022-11-04 00:00:00.000 UTC,1062667378264381110528108
Arbitrum,2022-11-05 00:00:00.000 UTC,583109934720898453740
Avalanche,2022-11-05 00:00:00.000 UTC,86829125813155405483017
Gnosis,2022-11-05 00:00:00.000 UTC,1235644952348878752387
arbitrum,2022-11-05 00:00:00.000 UTC,583109934720898453740
avalanche_c,2022-11-05 00:00:00.000 UTC,86829125813155405483017
gnosis,2022-11-05 00:00:00.000 UTC,1235644952348878752387
Arbitrum,2022-11-06 00:00:00.000 UTC,18855161728430536222
Avalanche,2022-11-06 00:00:00.000 UTC,73439531534822420959899
Gnosis,2022-11-06 00:00:00.000 UTC,771336987545650280467
arbitrum,2022-11-06 00:00:00.000 UTC,18855161728430536222
avalanche_c,2022-11-06 00:00:00.000 UTC,73439531534822420959899
gnosis,2022-11-06 00:00:00.000 UTC,771336987545650280467
Gnosis,2022-11-07 00:00:00.000 UTC,1550329411446871813160
gnosis,2022-11-07 00:00:00.000 UTC,1550329411446871813160
Arbitrum,2022-11-08 00:00:00.000 UTC,265162842535791252403
Gnosis,2022-11-08 00:00:00.000 UTC,15385994202940399976307
arbitrum,2022-11-08 00:00:00.000 UTC,265162842535791252403
gnosis,2022-11-08 00:00:00.000 UTC,15385994202940399976307
Avalanche,2022-11-09 00:00:00.000 UTC,8862847415702522292114
Gnosis,2022-11-09 00:00:00.000 UTC,8196635158463659027927
avalanche_c,2022-11-09 00:00:00.000 UTC,8862847415702522292114
gnosis,2022-11-09 00:00:00.000 UTC,8196635158463659027927
Avalanche,2022-11-10 00:00:00.000 UTC,10000000000000000000000
Gnosis,2022-11-10 00:00:00.000 UTC,53581010301720380000471
avalanche_c,2022-11-10 00:00:00.000 UTC,10000000000000000000000
gnosis,2022-11-10 00:00:00.000 UTC,53581010301720380000471
Avalanche,2022-11-11 00:00:00.000 UTC,15895949484014971331584202
Gnosis,2022-11-11 00:00:00.000 UTC,55171867453971460307559
avalanche_c,2022-11-11 00:00:00.000 UTC,15895949484014971331584202
gnosis,2022-11-11 00:00:00.000 UTC,55171867453971460307559
Avalanche,2022-11-12 00:00:00.000 UTC,72202968673749925718729
Gnosis,2022-11-12 00:00:00.000 UTC,6485547017858755589057071
avalanche_c,2022-11-12 00:00:00.000 UTC,72202968673749925718729
gnosis,2022-11-12 00:00:00.000 UTC,6485547017858755589057071
Arbitrum,2022-11-13 00:00:00.000 UTC,640090642607006917071
Avalanche,2022-11-13 00:00:00.000 UTC,65277004091353991664026
Gnosis,2022-11-13 00:00:00.000 UTC,1057192514390116710126799
arbitrum,2022-11-13 00:00:00.000 UTC,640090642607006917071
avalanche_c,2022-11-13 00:00:00.000 UTC,65277004091353991664026
gnosis,2022-11-13 00:00:00.000 UTC,1057192514390116710126799
Avalanche,2022-11-14 00:00:00.000 UTC,119324770105495613830762
Gnosis,2022-11-14 00:00:00.000 UTC,4545270111413226457012
avalanche_c,2022-11-14 00:00:00.000 UTC,119324770105495613830762
gnosis,2022-11-14 00:00:00.000 UTC,4545270111413226457012
Gnosis,2022-11-15 00:00:00.000 UTC,1377576184589561885317
gnosis,2022-11-15 00:00:00.000 UTC,1377576184589561885317
Avalanche,2022-11-18 00:00:00.000 UTC,41416703223058543921153
Gnosis,2022-11-18 00:00:00.000 UTC,1443411530476219315677
avalanche_c,2022-11-18 00:00:00.000 UTC,41416703223058543921153
gnosis,2022-11-18 00:00:00.000 UTC,1443411530476219315677
Avalanche,2022-11-20 00:00:00.000 UTC,107326769766430117476044
Gnosis,2022-11-20 00:00:00.000 UTC,3708127473145506692926
avalanche_c,2022-11-20 00:00:00.000 UTC,107326769766430117476044
gnosis,2022-11-20 00:00:00.000 UTC,3708127473145506692926
Gnosis,2022-11-21 00:00:00.000 UTC,3694326887517829948241
gnosis,2022-11-21 00:00:00.000 UTC,3694326887517829948241
Avalanche,2022-11-22 00:00:00.000 UTC,101346959756418376675329
Gnosis,2022-11-22 00:00:00.000 UTC,935265183549372103849
avalanche_c,2022-11-22 00:00:00.000 UTC,101346959756418376675329
gnosis,2022-11-22 00:00:00.000 UTC,935265183549372103849
Gnosis,2022-11-25 00:00:00.000 UTC,1198888149710657941836
gnosis,2022-11-25 00:00:00.000 UTC,1198888149710657941836
Gnosis,2022-11-27 00:00:00.000 UTC,1300364523705038406081
gnosis,2022-11-27 00:00:00.000 UTC,1300364523705038406081
Gnosis,2022-11-28 00:00:00.000 UTC,1531723854225256832183
gnosis,2022-11-28 00:00:00.000 UTC,1531723854225256832183
Gnosis,2022-11-30 00:00:00.000 UTC,3466104267701331492505
gnosis,2022-11-30 00:00:00.000 UTC,3466104267701331492505
Gnosis,2022-12-01 00:00:00.000 UTC,909737196817515684591
gnosis,2022-12-01 00:00:00.000 UTC,909737196817515684591
Gnosis,2022-12-02 00:00:00.000 UTC,1248310576461949401714
gnosis,2022-12-02 00:00:00.000 UTC,1248310576461949401714
Avalanche,2022-12-03 00:00:00.000 UTC,146101680455295299607016
avalanche_c,2022-12-03 00:00:00.000 UTC,146101680455295299607016
Avalanche,2022-12-05 00:00:00.000 UTC,388303444847794361809377
avalanche_c,2022-12-05 00:00:00.000 UTC,388303444847794361809377
Gnosis,2022-12-06 00:00:00.000 UTC,1444489885267793916964
gnosis,2022-12-06 00:00:00.000 UTC,1444489885267793916964
Gnosis,2022-12-07 00:00:00.000 UTC,1451851897298220401073
gnosis,2022-12-07 00:00:00.000 UTC,1451851897298220401073
Arbitrum,2022-12-08 00:00:00.000 UTC,1436545597949269807561
arbitrum,2022-12-08 00:00:00.000 UTC,1436545597949269807561
Avalanche,2022-12-09 00:00:00.000 UTC,11890000000000000000000
avalanche_c,2022-12-09 00:00:00.000 UTC,11890000000000000000000
Avalanche,2022-12-10 00:00:00.000 UTC,190143732224150251896076
avalanche_c,2022-12-10 00:00:00.000 UTC,190143732224150251896076
Arbitrum,2022-12-11 00:00:00.000 UTC,367939351599670274940
arbitrum,2022-12-11 00:00:00.000 UTC,367939351599670274940
Gnosis,2022-12-13 00:00:00.000 UTC,3289784926368700737215
gnosis,2022-12-13 00:00:00.000 UTC,3289784926368700737215
Gnosis,2022-12-14 00:00:00.000 UTC,1938938806521320792657
gnosis,2022-12-14 00:00:00.000 UTC,1938938806521320792657
Gnosis,2022-12-16 00:00:00.000 UTC,15886535830939455975900
gnosis,2022-12-16 00:00:00.000 UTC,15886535830939455975900
Gnosis,2022-12-17 00:00:00.000 UTC,1380451039188855538613
gnosis,2022-12-17 00:00:00.000 UTC,1380451039188855538613
Avalanche,2022-12-20 00:00:00.000 UTC,201172468935114817743782
avalanche_c,2022-12-20 00:00:00.000 UTC,201172468935114817743782
Arbitrum,2022-12-26 00:00:00.000 UTC,313922215751398014826
arbitrum,2022-12-26 00:00:00.000 UTC,313922215751398014826
Gnosis,2022-12-29 00:00:00.000 UTC,18171863857819993951
gnosis,2022-12-29 00:00:00.000 UTC,18171863857819993951
Gnosis,2023-01-09 00:00:00.000 UTC,2463757968831724401901
gnosis,2023-01-09 00:00:00.000 UTC,2463757968831724401901
Gnosis,2023-01-10 00:00:00.000 UTC,1851816854593804055012
gnosis,2023-01-10 00:00:00.000 UTC,1851816854593804055012
Gnosis,2023-01-11 00:00:00.000 UTC,1570902912350812587017
gnosis,2023-01-11 00:00:00.000 UTC,1570902912350812587017
Gnosis,2023-01-12 00:00:00.000 UTC,8467869089594465709531
gnosis,2023-01-12 00:00:00.000 UTC,8467869089594465709531
Gnosis,2023-01-13 00:00:00.000 UTC,10638137140813243362307
gnosis,2023-01-13 00:00:00.000 UTC,10638137140813243362307
Gnosis,2023-01-14 00:00:00.000 UTC,21169219964385853779672
gnosis,2023-01-14 00:00:00.000 UTC,21169219964385853779672
Gnosis,2023-01-15 00:00:00.000 UTC,948270535031754061460
gnosis,2023-01-15 00:00:00.000 UTC,948270535031754061460
Gnosis,2023-01-20 00:00:00.000 UTC,9647174523214850098188
gnosis,2023-01-20 00:00:00.000 UTC,9647174523214850098188
Gnosis,2023-01-21 00:00:00.000 UTC,11110418108107923216324
gnosis,2023-01-21 00:00:00.000 UTC,11110418108107923216324
Gnosis,2023-01-23 00:00:00.000 UTC,685289907039339766851
gnosis,2023-01-23 00:00:00.000 UTC,685289907039339766851
Gnosis,2023-01-25 00:00:00.000 UTC,3397233413514482215098
gnosis,2023-01-25 00:00:00.000 UTC,3397233413514482215098
Avalanche,2023-01-26 00:00:00.000 UTC,25679565627496077800910
avalanche_c,2023-01-26 00:00:00.000 UTC,25679565627496077800910
Avalanche,2023-01-27 00:00:00.000 UTC,34980226225820707209470
avalanche_c,2023-01-27 00:00:00.000 UTC,34980226225820707209470
Gnosis,2023-01-28 00:00:00.000 UTC,328713645089537450265
gnosis,2023-01-28 00:00:00.000 UTC,328713645089537450265
Gnosis,2023-01-29 00:00:00.000 UTC,1512714526942543639407
gnosis,2023-01-29 00:00:00.000 UTC,1512714526942543639407
Gnosis,2023-02-02 00:00:00.000 UTC,8791911963131322647592
gnosis,2023-02-02 00:00:00.000 UTC,8791911963131322647592
Gnosis,2023-02-03 00:00:00.000 UTC,6225775142454656705783
gnosis,2023-02-03 00:00:00.000 UTC,6225775142454656705783
Avalanche,2023-02-05 00:00:00.000 UTC,1458774831522842566915208542
Gnosis,2023-02-05 00:00:00.000 UTC,4008755701549879094775142
